source_id,incident_id,short_description,description,category,subcategory,priority,impact,urgency,resolution,data_source
998,ZENODO_TRAIN_00011,[TICKET ID] - A Support Ticket was forwarded to your role  - Alteração de aprovador,[TICKET ID] - A Support Ticket was forwarded to your role  - Alteração de aprovador,Support general,unknown,unknown,,,,zenodo_it_support_tickets
2211,ZENODO_TRAIN_00012,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
625,ZENODO_TRAIN_00013,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] - [NAME] ([COMPANY]. [LOCATION]),[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] - [NAME] ([COMPANY]. [LOCATION]),Support general,unknown,unknown,,,,zenodo_it_support_tickets
8458,ZENODO_TRAIN_00014,Basis User - [TICKET ID] -Service Request: Basis User     Create Windows account for internal user       Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  813330  Company:    Department:  [ADDRESS],Basis User - [TICKET ID] -Service Request: Basis User     Create Windows account for internal user       Firstname:  [NAME]  Lastname:  [NAME]  Cost Center:  813330  Company:    Department:  [ADDRESS]-[ADDRESS]:    ZIP:    City:    Country:    Office:       Important: Please set the EA10 to the following value: 13672 (leave blank. when empty)  Please create Exchange and Skype account.  The user needs at least the following access permissions:  Access to [SOFTWARE] ([SERVER])  Requestor:  [NAME] ([COMPANY]. [LOCATION])     Desired date:  Jan 15 2019 12:00AM     Additional information:,Support general,unknown,unknown,,,,zenodo_it_support_tickets
1267,ZENODO_TRAIN_00015,[TICKET ID] - New Support Ticket received  - [NAME] Access,[TICKET ID] - New Support Ticket received  - [NAME] Access,Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
2232,ZENODO_TRAIN_00016,Remove File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Remove File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
2090,ZENODO_TRAIN_00017,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
3696,ZENODO_TRAIN_00018,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATIO,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,unknown,unknown,,,,zenodo_it_support_tickets
1893,ZENODO_TRAIN_00019,Shared Mailbox Access - [TICKET ID] - [EMAIL],Shared Mailbox Access - [TICKET ID] - [EMAIL],Support general,unknown,unknown,,,,zenodo_it_support_tickets
1606,ZENODO_TRAIN_00020,File Share Access - [TICKET ID] - [NAME] ([COMPANY] [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY] [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
611,ZENODO_TRAIN_00021,[TICKET ID] - New Support Ticket received  - Light User for external - [TICKET ID] - [NAME],[TICKET ID] - New Support Ticket received  - Light User for external - [TICKET ID] - [NAME],Support general,unknown,unknown,,,,zenodo_it_support_tickets
588,ZENODO_TRAIN_00022,[TICKET ID] - A Support Ticket was forwarded to your role  - merge mailgroup [EMAIL] with invoice-uk,[TICKET ID] - A Support Ticket was forwarded to your role  - merge mailgroup [EMAIL] with invoice-uk,O365,unknown,unknown,,,,zenodo_it_support_tickets
1661,ZENODO_TRAIN_00023,File Share Access - [TICKET ID] - [NAME] (EXTERNAL. [LOCATION]),File Share Access - [TICKET ID] - [NAME] (EXTERNAL. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1727,ZENODO_TRAIN_00024,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
591,ZENODO_TRAIN_00025,[TICKET ID] - A Support Ticket was forwarded to your role  -[LOCATION]1.0 deactivation on [IP_ADDRESS] (DNS: [COMPANY].de / Netbios: [COMPANY]UP/[SERVER]),[TICKET ID] - A Support Ticket was forwarded to your role  -[LOCATION]1.0 deactivation on [IP_ADDRESS] (DNS: [COMPANY].de / Netbios: [COMPANY]UP/[SERVER]),Support general,unknown,unknown,,,,zenodo_it_support_tickets
2781,ZENODO_TRAIN_00026,Recover File on Fileserver,Recover File on Fileserver,Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1800,ZENODO_TRAIN_00027,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1617,ZENODO_TRAIN_00028,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
759,ZENODO_TRAIN_00029,[TICKET ID] - New Support Ticket received  - Create[LOCATION]entry [COMPANY]up.ads.dir,[TICKET ID] - New Support Ticket received  - Create[LOCATION]entry [COMPANY]up.ads.dir,Support general,unknown,unknown,,,,zenodo_it_support_tickets
1909,ZENODO_TRAIN_00030,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
3820,ZENODO_TRAIN_00031,Emails undeliverableEmails sent to [EMAIL] mailto:[EMAIL] are not working.,Emails undeliverableEmails sent to [EMAIL] mailto:[EMAIL] are not working.,O365,unknown,unknown,,,,zenodo_it_support_tickets
7375,ZENODO_TRAIN_00032,Acesso Admin no AD,Acesso Admin no AD,Active Directory,unknown,unknown,,,,zenodo_it_support_tickets
10644,ZENODO_TRAIN_00033,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [US,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:    Outlook Verteiler [COMPANY] aktualisieren und [NAME] hinzufügen       Verteiler [COMPANY]-BS und [COMPANY] aktualisieren und [NAME] entfernen        Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:  Abteilungswechsel!,Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
11214,ZENODO_TRAIN_00034,Light User for external - [TICKET ID] - [USERNAME]. [NAME]Service Request: Light User for external  Create Light user for [USERNAME]. [NAME]      Firstname: [NAME]   Lastname: [NAME]ailaddress: [EMAIL,Light User for external - [TICKET ID] - [USERNAME]. [NAME]Service Request: Light User for external  Create Light user for [USERNAME]. [NAME]      Firstname: [NAME]   Lastname: [NAME]ailaddress: [EMAIL]  Phone: 0  Cost Center: 47050  Function:[LOCATION]Consultant  Company: [COMPANY]  Department: GIT-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Not defined     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Dec 18 2018 12:00AM     Additional information:  NameMailZugänge Witali [EMAIL] Citrix.[LOCATION]BW User (inkl. Entwicklerschlüssel). Zugang BO/BI Launchpad  [NAME] [EMAIL] Citrix.[LOCATION]BW User (inkl. Entwicklerschlüssel). Zugang BO/BI Launchpad  [NAME] [EMAIL] Citrix.[LOCATION]BW User (inkl. Entwicklerschlüssel). Zugang BO/BI Launchpad + lokale und server Lumira Designer Version zum Erstellen und upload von dem Dashboard  [NAME] [EMAIL] Citrix.[LOCATION]BW User (inkl. Entwicklerschlüssel). Zugang BO/BI Launchpad,Support general,unknown,unknown,,,,zenodo_it_support_tickets
383,ZENODO_TRAIN_00035,Outllook - Senden im Auftrag von [EMAIL] nicht mehr möglich,Outllook - Senden im Auftrag von [EMAIL] nicht mehr möglich,Support general,unknown,unknown,,,,zenodo_it_support_tickets
1595,ZENODO_TRAIN_00036,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
638,ZENODO_TRAIN_00037,[TICKET ID] - A Support Ticket was forwarded to your role  - Problem sending emails to address [EMAIL].,[TICKET ID] - A Support Ticket was forwarded to your role  - Problem sending emails to address [EMAIL].,O365,unknown,unknown,,,,zenodo_it_support_tickets
779,ZENODO_TRAIN_00038,[TICKET ID] - A Support Ticket was forwarded to your role  - CREACIÓN DE CORREO [NAME],[TICKET ID] - A Support Ticket was forwarded to your role  - CREACIÓN DE CORREO [NAME],Active Directory,unknown,unknown,,,,zenodo_it_support_tickets
323,ZENODO_TRAIN_00039,Initiated by GIT: Missing connection to all securitytools on system [SERVER],Initiated by GIT: Missing connection to all securitytools on system [SERVER],Software,unknown,unknown,,,,zenodo_it_support_tickets
1490,ZENODO_TRAIN_00040,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
6042,ZENODO_TRAIN_00041,Instalacion de carpeta J en Red,Instalacion de carpeta J en Red,Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1222,ZENODO_TRAIN_00042,[TICKET ID] - A Support Ticket was forwarded to you  - Access [EMAIL],[TICKET ID] - A Support Ticket was forwarded to you  - Access [EMAIL],O365,unknown,unknown,,,,zenodo_it_support_tickets
926,ZENODO_TRAIN_00043,[TICKET ID] - New Support Ticket received  - Cannot access files,[TICKET ID] - New Support Ticket received  - Cannot access files,Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
3762,ZENODO_TRAIN_00044,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATIO,The following system must be set to End Of Life in Nexthink and checked for[LOCATION]reservations:  [SERVER]  -Automated ticket creation-Please remove the system from Nexthink according to the[LOCATION]process and please verify if any[LOCATION]reservations exist. If yes. please remove reservations and note down the corresponding IP(s) and inform [COMPANY] network team to remove firewall rules if there are any.,EOL,unknown,unknown,,,,zenodo_it_support_tickets
1257,ZENODO_TRAIN_00045,[TICKET ID] - New Support Ticket received  - Computer troubles,[TICKET ID] - New Support Ticket received  - Computer troubles,Support general,unknown,unknown,,,,zenodo_it_support_tickets
1722,ZENODO_TRAIN_00046,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1743,ZENODO_TRAIN_00047,Shared Mailbox Access - [TICKET ID] - [EMAIL],Shared Mailbox Access - [TICKET ID] - [EMAIL],Support general,unknown,unknown,,,,zenodo_it_support_tickets
1591,ZENODO_TRAIN_00048,access to public folder,access to public folder,Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
744,ZENODO_TRAIN_00049,Shared Mailbox Access - [ADDRESS] - [EMAIL],Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,unknown,unknown,,,,zenodo_it_support_tickets
3834,ZENODO_TRAIN_00050,[COMPANY] Intranet Editor Rights User  Internal- [TICKET ID]Service Request: Intranet Editor Rights     Set Intranet Editor Rights only user for [NAME] ([COMPANY]A. [LOCATION])     Firstname: [NAME]  ,[COMPANY] Intranet Editor Rights User  Internal- [TICKET ID]Service Request: Intranet Editor Rights     Set Intranet Editor Rights only user for [NAME] ([COMPANY]A. [LOCATION])     Firstname: [NAME]  Lastname: [NAME]  Cost Center: 22008  Company: [COMPANY] SE & Co. KGaA  Department: [COMPANY]-SC  [ADDRESS]: [ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: Germany  Office: [LOCATION]. IG VI. 3.24     Editor Rights required  Publish News :False  Publish News and Content Pages: True   I dont know: False     Requestor: [NAME] ([COMPANY]A. [LOCATION])  Additional information:,Active Directory,unknown,unknown,,,,zenodo_it_support_tickets
1866,ZENODO_TRAIN_00051,Need administrative rights for [LOCATION],Need administrative rights for [LOCATION],Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1739,ZENODO_TRAIN_00052,Shared Mailbox Access - [ADDRESS] - [EMAIL],Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,unknown,unknown,,,,zenodo_it_support_tickets
1717,ZENODO_TRAIN_00053,Shared Mailbox Access - [TICKET ID] - [EMAIL],Shared Mailbox Access - [TICKET ID] - [EMAIL],Support general,unknown,unknown,,,,zenodo_it_support_tickets
1645,ZENODO_TRAIN_00054,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,unknown,unknown,,,,zenodo_it_support_tickets
1817,ZENODO_TRAIN_00055,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,unknown,unknown,,,,zenodo_it_support_tickets
7728,ZENODO_TRAIN_00056,Light User for external - [TICKET ID] - [USERNAME]-[NAME] Service Request: Light User for external  Create Light user for [USERNAME]. Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PH,Light User for external - [TICKET ID] - [USERNAME]-[NAME] Service Request: Light User for external  Create Light user for [USERNAME]. Firstname: [NAME]  Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 32151  Function: Geschäftsführer  /  Managing director  Company: [COMPANY] GmbH  Department: SB-SP  [ADDRESS]: [ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: [ADDRESS]  Location:[LOCATION] Office:   Expiration date: Feb  4 2020 12:00AM     Important: Please indicate in EA14 that it is an external user.     Requestor: [NAME] ([COMPANY]. [LOCATION])     Desired date: Feb  4 2019 12:00AM     Additional information:  [NAME] wird die Leererkennung im Regal realisieren.,Support general,unknown,unknown,,,,zenodo_it_support_tickets
1812,ZENODO_TRAIN_00057,Shared Mailbox Access - [ADDRESS] - [EMAIL],Shared Mailbox Access - [ADDRESS] - [EMAIL],Support general,unknown,unknown,,,,zenodo_it_support_tickets
1999,ZENODO_TRAIN_00058,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,unknown,unknown,,,,zenodo_it_support_tickets
753,ZENODO_TRAIN_00059,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] - [USERNAME] ([COMPANY]. [LOCATION]),[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] - [USERNAME] ([COMPANY]. [LOCATION]),Support general,unknown,unknown,,,,zenodo_it_support_tickets
1421,ZENODO_TRAIN_00060,Problem with my user,Problem with my user,Active Directory,unknown,unknown,,,,zenodo_it_support_tickets
11138,ZENODO_TRAIN_00061,access to s3 bucket,access to s3 bucket,Software,unknown,unknown,,,,zenodo_it_support_tickets
3695,ZENODO_TRAIN_00062,Light User for external - [TICKET ID] - [NAME]Service Request: Light User for external  Create Light user for [NAME]      Firstname: [NAME]   Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost ,Light User for external - [TICKET ID] - [NAME]Service Request: Light User for external  Create Light user for [NAME]      Firstname: [NAME]   Lastname: [NAME]ailaddress: [EMAIL]  Phone: [PHONE]  Cost Center: 47003  Function: Praktikantin  Company: Praktikantin  Department: GMC-[ADDRESS]  ZIP: [ADDRESS]  City: [ADDRESS]  Country: Germany  Location:[LOCATION] Office:   Expiration date: Mar 31 2019 12:00AM     Important: Please indicate in EA14 that it is an external user.     Requestor: [USERNAME] ([COMPANY]. [LOCATION])     Desired date: Feb  4 2019 12:00AM     Additional information:,Support general,unknown,unknown,,,,zenodo_it_support_tickets
6767,ZENODO_TRAIN_00063,Preciso que libere acesso à pasta J/RH,Preciso que libere acesso à pasta J/RH,Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
762,ZENODO_TRAIN_00064,[TICKET ID] - New Support Ticket received  - Request access to [NAME]s email,[TICKET ID] - New Support Ticket received  - Request access to [NAME]s email,O365,unknown,unknown,,,,zenodo_it_support_tickets
1408,ZENODO_TRAIN_00065,Create AD group for [COMPANY] Scandinavia for myHR,Create AD group for [COMPANY] Scandinavia for myHR,Active Directory,unknown,unknown,,,,zenodo_it_support_tickets
1069,ZENODO_TRAIN_00066,[TICKET ID] - New Support Ticket received  - Instalação software para ponto eletrônico,[TICKET ID] - New Support Ticket received  - Instalação software para ponto eletrônico,Software,unknown,unknown,,,,zenodo_it_support_tickets
1040,ZENODO_TRAIN_00067,[TICKET ID] - A Support Ticket was forwarded to your role  - Initiated by [COMPANY][LOCATION]- Vulnerable Adobe Flash on [SERVER],[TICKET ID] - A Support Ticket was forwarded to your role  - Initiated by [COMPANY][LOCATION]- Vulnerable Adobe Flash on [SERVER],Support general,unknown,unknown,,,,zenodo_it_support_tickets
10198,ZENODO_TRAIN_00068,No funciona SkypeBuenas tardes.  Me dejo de funcionar el Slype desde el viernes.  Gracias.,No funciona SkypeBuenas tardes.  Me dejo de funcionar el Slype desde el viernes.  Gracias.,O365,unknown,unknown,,,,zenodo_it_support_tickets
2405,ZENODO_TRAIN_00069,missing emailsMissing emails from 9/2018 to 9/2017              [Image],missing emailsMissing emails from 9/2018 to 9/2017              [Image],O365,unknown,unknown,,,,zenodo_it_support_tickets
14236,ZENODO_TRAIN_00070,Erro pacote office,Erro pacote office,O365,unknown,unknown,,,,zenodo_it_support_tickets
7780,ZENODO_TRAIN_00071,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [US,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:  //[COMPANY]up.ads.dir/[COMPANY]ein01-ems01/[LOCATION]/Groups/ESBA     Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
2010,ZENODO_TRAIN_00072,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1587,ZENODO_TRAIN_00073,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1479,ZENODO_TRAIN_00074,Create Shared Mailbox - [EMAIL] - [EMAIL],Create Shared Mailbox - [EMAIL] - [EMAIL],Support general,unknown,unknown,,,,zenodo_it_support_tickets
378,ZENODO_TRAIN_00075,[TICKET ID] - A Support Ticket was forwarded to your role  - Expend service account permissons for [SOFTWARE] AD access,[TICKET ID] - A Support Ticket was forwarded to your role  - Expend service account permissons for [SOFTWARE] AD access,Support general,unknown,unknown,,,,zenodo_it_support_tickets
2461,ZENODO_TRAIN_00076,Unable to access missed conversations in OutlookHello.  When I click on a missed conversation in Outlook. it will not open it and give an error message.  See attachment....  Thanks!,Unable to access missed conversations in OutlookHello.  When I click on a missed conversation in Outlook. it will not open it and give an error message.  See attachment....  Thanks!,O365,unknown,unknown,,,,zenodo_it_support_tickets
2077,ZENODO_TRAIN_00077,File Share Access - [TICKET ID] - [ADDRESS] ([COMPANY]A. [LOCATION]),File Share Access - [TICKET ID] - [ADDRESS] ([COMPANY]A. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
2084,ZENODO_TRAIN_00078,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
2039,ZENODO_TRAIN_00079,File Share Access - [TICKET ID] - [NAME] ([COMPANY]-[PASSWORD]. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]-[PASSWORD]. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1640,ZENODO_TRAIN_00080,Fileserver Migration[LOCATION](From [SERVER] to [SERVER]),Fileserver Migration[LOCATION](From [SERVER] to [SERVER]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1510,ZENODO_TRAIN_00081,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,unknown,unknown,,,,zenodo_it_support_tickets
1535,ZENODO_TRAIN_00082,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
13767,ZENODO_TRAIN_00083,Initiated by GIT: Missing connection to AV on system [SERVER],Initiated by GIT: Missing connection to AV on system [SERVER],Software,unknown,unknown,,,,zenodo_it_support_tickets
1436,ZENODO_TRAIN_00084,create new OUs North_America and South_America,create new OUs North_America and South_America,Active Directory,unknown,unknown,,,,zenodo_it_support_tickets
9734,ZENODO_TRAIN_00085,Users [USERNAME] and Yock need help with VPN,Users [USERNAME] and Yock need help with VPN,Support general,unknown,unknown,,,,zenodo_it_support_tickets
1733,ZENODO_TRAIN_00086,Shared Mailbox Access - [PASSWORD] - [EMAIL],Shared Mailbox Access - [PASSWORD] - [EMAIL],Support general,unknown,unknown,,,,zenodo_it_support_tickets
1798,ZENODO_TRAIN_00087,[COMPANY] - Security - Standard Change Add Member to Group Permission for mtx_service,[COMPANY] - Security - Standard Change Add Member to Group Permission for mtx_service,Support general,unknown,unknown,,,,zenodo_it_support_tickets
621,ZENODO_TRAIN_00088,[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] - [NAME] ([COMPANY]. [LOCATION]),[TICKET ID] - New Support Ticket received  - Basis User - [USERNAME] - [NAME] ([COMPANY]. [LOCATION]),Support general,unknown,unknown,,,,zenodo_it_support_tickets
2243,ZENODO_TRAIN_00089,Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Shared Mailbox Access - [AWS_ACCESS_KEY] - [EMAIL],Support general,unknown,unknown,,,,zenodo_it_support_tickets
1634,ZENODO_TRAIN_00090,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. External),File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. External),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
12152,ZENODO_TRAIN_00091,Guest wireless issues,Guest wireless issues,Support general,unknown,unknown,,,,zenodo_it_support_tickets
1631,ZENODO_TRAIN_00092,Temporärer Zugang zur Mailgruppe [COMPANY] Standort Einbeck um eine wichtige Mitteilung zur Datennutzung zu verschicken,Temporärer Zugang zur Mailgruppe [COMPANY] Standort Einbeck um eine wichtige Mitteilung zur Datennutzung zu verschicken,Support general,unknown,unknown,,,,zenodo_it_support_tickets
1508,ZENODO_TRAIN_00093,Shared Mailbox Access - [TICKET ID] - [EMAIL],Shared Mailbox Access - [TICKET ID] - [EMAIL],Support general,unknown,unknown,,,,zenodo_it_support_tickets
7098,ZENODO_TRAIN_00094,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [US,File Share Access - [TICKET ID] - [NAME] ([COMPANY]. [LOCATION])Service Request: File Share Access     Grant access to file share for the following user:  [NAME] ([COMPANY]. [LOCATION]) (Username: [USERNAME])  Access Type: (RW) Read / Write  File Share:      N:/MA55/      please create the folder and give R/W access for this and all subfolders.        Requestor: [NAME] ([COMPANY]. [LOCATION])  Comment:,Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
1871,ZENODO_TRAIN_00095,File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),File Share Access - [TICKET ID] - [NAME] ([COMPANY]A. [LOCATION]),Fileservice,unknown,unknown,,,,zenodo_it_support_tickets
6031,ZENODO_TRAIN_00096,impressora com erro,impressora com erro,Computer-Services,unknown,unknown,,,,zenodo_it_support_tickets
